Strain;Species;Local;Phenotype Batch;Possition;Light intensity;Metal;Concentration;Growth compared to control;Replicate;InhibitionRAW;Running no;Inhibition
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;3.2;-0.234078282;1;1.234078282;991;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;166.6666667;-0.235074727;3;1.235074727;934;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;20;-0.26643334;1;1.26643334;1059;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;500;-0.306683196;3;1.306683196;1025;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;50;-0.352092386;3;1.352092386;980;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;3.2;-0.357600812;2;1.357600812;997;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;250;-0.385390803;3;1.385390803;959;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;20;-0.389450329;3;1.389450329;1071;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;250;-0.404344359;2;1.404344359;953;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;100;-0.483950883;1;1.483950883;967;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;500;-0.497132341;3;1.497132341;933;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;500;-0.566014299;1;1.566014299;1013;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;166.6666667;-0.566014299;3;1.566014299;1026;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;100;-0.586952688;2;1.586952688;973;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;500;-0.593435364;1;1.593435364;946;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;25;-0.616998131;1;1.616998131;969;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;25;-0.622553472;3;1.622553472;981;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;166.6666667;-0.646270542;2;1.646270542;928;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;500;-0.713039506;2;1.713039506;952;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;500;-0.717363237;2;1.717363237;1019;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;20;-0.732402213;2;1.732402213;1065;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;100;-0.762662591;3;1.762662591;979;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;25;-0.770529226;2;1.770529226;975;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;500;-0.789794458;3;1.789794458;958;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;4;-0.80035443;2;1.80035443;996;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;1000;-0.889882793;3;1.889882793;957;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;50;-0.896068583;1;1.896068583;968;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;500;-0.910492872;1;1.910492872;921;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;4;-0.942417055;3;1.942417055;1002;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;166.6666667;-1.072284632;1;2.072284632;922;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;500;-1.072284632;2;2.072284632;927;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;1000;-1.162674267;1;2.162674267;945;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;4;-1.212260991;1;2.212260991;990;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;2000;-1.27759514;1;2.27759514;944;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;2000;-1.27759514;2;2.27759514;950;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;1000;-1.27759514;2;2.27759514;951;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;2000;-1.366433937;3;2.366433937;956;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;0;1.399196635;5;-0.399196635;2208;-0.399196635
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;0;1.389476377;3;-0.389476377;2206;-0.389476377
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;0;1.261545953;4;-0.261545953;2138;-0.261545953
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;2;1.219736851;3;-0.219736851;2041;-0.219736851
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;0;1.207886042;4;-0.207886042;2184;-0.207886042
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;0;1.198490122;5;-0.198490122;2116;-0.198490122
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;59.25925926;1.197513935;3;-0.197513935;2178;-0.197513935
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;0;1.193892236;2;-0.193892236;2182;-0.193892236
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;0;1.149299106;1;-0.149299106;2158;-0.149299106
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;3;1.146527729;3;-0.146527729;2040;-0.146527729
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;2.057613169;1.131267642;2;-0.131267642;2151;-0.131267642
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;0;1.128040356;4;-0.128040356;2161;-0.128040356
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;0;1.125073652;4;-0.125073652;2092;-0.125073652
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;0;1.123868932;3;-0.123868932;2091;-0.123868932
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;1;1.118970894;2;-0.118970894;2036;-0.118970894
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;2;1.115874349;2;-0.115874349;2035;-0.115874349
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;6.172839506;1.110251536;2;-0.110251536;2150;-0.110251536
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;0;1.098257624;5;-0.098257624;2070;-0.098257624
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;5;1.092780833;2;-0.092780833;2032;-0.092780833
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;1;1.089725546;3;-0.089725546;2042;-0.089725546
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;4;1.089232992;3;-0.089232992;2039;-0.089232992
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;0;1.08309216;5;-0.08309216;2047;-0.08309216
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;4;1.07206947;2;-0.07206947;2033;-0.07206947
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;26.33744856;1.069124845;1;-0.069124845;2168;-0.069124845
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;6;1.0629792;3;-0.0629792;2037;-0.0629792
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;0;1.062615702;4;-0.062615702;2115;-0.062615702
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;0;1.047728125;4;-0.047728125;2069;-0.047728125
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;40.96;1.046370101;1;-0.046370101;2191;-0.046370101
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;39.50617284;1.045370259;2;-0.045370259;2173;-0.045370259
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;5;1.044318739;3;-0.044318739;2038;-0.044318739
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;0;1.037515774;4;-0.037515774;2046;-0.037515774
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;18.51851852;1.033890581;2;-0.033890581;2149;-0.033890581
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;0;1.028099439;2;-0.028099439;2044;-0.028099439
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;6;1.009140959;2;-0.009140959;2031;-0.009140959
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;0;1.006793148;2;-0.006793148;2136;-0.006793148
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;26.33744856;1.003879875;2;-0.003879875;2174;-0.003879875
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;1;1.00333931;1;-0.00333931;2030;-0.00333931
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;2;0.997577234;1;0.002422766;2029;0.002422766
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;8.192;0.983676434;1;0.016323566;2121;0.016323566
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;0;0.973780075;5;0.026219925;2093;0.026219925
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;0;0.963874352;2;0.036125648;2159;0.036125648
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;40.96;0.962182676;2;0.037817324;2197;0.037817324
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;3;0.956205341;2;0.043794659;2034;0.043794659
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;39.50617284;0.951519371;3;0.048480629;2179;0.048480629
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;2.057613169;0.946063984;1;0.053936016;2145;0.053936016
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;0;0.944780995;2;0.055219005;2067;0.055219005
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;18.51851852;0.9402077;3;0.0597923;2155;0.0597923
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;0;0.93798993;3;0.06201007;2068;0.06201007
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;5.331112037;0.936211046;1;0.063788954;2098;0.063788954
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;3;0.934473004;1;0.065526996;2028;0.065526996
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;0;0.930470445;3;0.069529555;2045;0.069529555
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;0;0.930267357;1;0.069732643;2066;0.069732643
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;0;0.910361352;5;0.089638648;2139;0.089638648
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;6.5536;0.90342432;2;0.09657568;2128;0.09657568
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;59.25925926;0.899699915;2;0.100300085;2172;0.100300085
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;6;0.896447965;1;0.103552035;2025;0.103552035
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;26.33744856;0.894905571;3;0.105094429;2180;0.105094429
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;6.172839506;0.890957156;3;0.109042844;2156;0.109042844
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;2.057613169;0.885543618;3;0.114456382;2157;0.114456382
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;0;0.881588103;1;0.118411897;2043;0.118411897
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;200;0.880761638;2;0.119238362;2169;0.119238362
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;0;0.879629383;1;0.120370617;2112;0.120370617
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;4;0.876143847;1;0.123856153;2027;0.123856153
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;0;0.870616695;1;0.129383305;2181;0.129383305
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;8.192;0.870090967;2;0.129909033;2127;0.129909033
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;1.607510288;0.868409081;3;0.131590919;2065;0.131590919
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;59.25925926;0.867184716;1;0.132815284;2166;0.132815284
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;1.607510288;0.863270023;1;0.136729977;2053;0.136729977
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;1.929012346;0.856647758;2;0.143352242;2058;0.143352242
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;1.607510288;0.856562232;2;0.143437768;2059;0.143437768
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;0;0.8561475;2;0.1438525;2113;0.1438525
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;39.50617284;0.855231328;1;0.144768672;2167;0.144768672
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;0;0.849969311;5;0.150030689;2162;0.150030689
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;0;0.844425483;2;0.155574517;2090;0.155574517
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A3;187;Control;5;0.838140713;1;0.161859287;2026;0.161859287
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;0;0.835556154;3;0.164443846;2114;0.164443846
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;0;0.833780397;1;0.166219603;2135;0.166219603
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;1.929012346;0.828168512;1;0.171831488;2052;0.171831488
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;6.5536;0.812089994;1;0.187910006;2122;0.187910006
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;133.3333333;0.795499466;3;0.204500534;2176;0.204500534
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;51.2;0.77911231;2;0.22088769;2196;0.22088769
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;0;0.772407093;1;0.227592907;2089;0.227592907
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;0;0.766637744;3;0.233362256;2137;0.233362256
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;40.96;0.763640158;3;0.236359842;2203;0.236359842
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;200;0.752225814;3;0.247774186;2175;0.247774186
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;88.88888889;0.752123183;1;0.247876817;2165;0.247876817
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;0;0.737999886;3;0.262000114;2160;0.262000114
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;3.046349735;0.720273776;2;0.279726224;2105;0.279726224
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;133.3333333;0.719086929;1;0.280913071;2164;0.280913071
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;18.51851852;0.718667794;1;0.281332206;2143;0.281332206
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;1.929012346;0.70360299;3;0.29639701;2064;0.29639701
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;5.331112037;0.697745722;3;0.302254278;2110;0.302254278
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;0;0.692291136;3;0.307708864;2183;0.307708864
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;200;0.680406833;1;0.319593167;2163;0.319593167
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;0;0.67918151;5;0.32081849;2185;0.32081849
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;3.046349735;0.668019258;3;0.331980742;2111;0.331980742
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;8.192;0.667661512;3;0.332338488;2133;0.332338488
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;6.172839506;0.641375574;1;0.358624426;2144;0.358624426
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;88.88888889;0.637469595;2;0.362530405;2171;0.362530405
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;133.3333333;0.62614928;2;0.37385072;2170;0.37385072
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;4.746093751;0.531065966;1;0.468934034;2076;0.468934034
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;4.746093751;0.504072773;2;0.495927227;2082;0.495927227
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;3.046349735;0.490322062;1;0.509677938;2099;0.509677938
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;6.5536;0.489586242;3;0.510413758;2134;0.510413758
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;9.329446064;0.476084725;2;0.523915275;2103;0.523915275
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;5.331112037;0.465138717;2;0.534861283;2104;0.534861283
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;10.24;0.465018299;3;0.534981701;2132;0.534981701
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A4;191;Ag;88.88888889;0.46249962;3;0.53750038;2177;0.53750038
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;51.2;0.445021125;1;0.554978875;2190;0.554978875
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;10.24;0.437435615;1;0.562564385;2120;0.562564385
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;51.2;0.436312252;3;0.563687748;2202;0.563687748
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;10.24;0.415352093;2;0.584647907;2126;0.584647907
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;80;0.403101997;1;0.596898003;2188;0.596898003
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;64;0.400065457;3;0.599934543;2201;0.599934543
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;4.746093751;0.37981355;3;0.62018645;2088;0.62018645
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;9.329446064;0.345445662;3;0.654554338;2109;0.654554338
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;16.32653061;0.324120976;1;0.675879024;2096;0.675879024
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;16.32653061;0.320775192;2;0.679224808;2102;0.679224808
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;100;0.313167502;3;0.686832498;2199;0.686832498
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;64;0.250758419;1;0.749241581;2189;0.749241581
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;64;0.248981162;2;0.751018838;2195;0.751018838
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;9.329446064;0.233054595;1;0.766945405;2097;0.766945405
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;2.314814815;0.227797048;3;0.772202952;2063;0.772202952
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;2.314814815;0.20592011;1;0.79407989;2051;0.79407989
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;12.8;0.176976594;3;0.823023406;2131;0.823023406
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;55.55555556;0.162353473;1;0.837646527;2142;0.837646527
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;55.55555556;0.155107473;2;0.844892527;2148;0.844892527
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;0;0.132746016;1;0.867253984;2204;0.867253984
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;0;0.054434808;4;0.945565192;2207;0.945565192
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;80;0.012444681;3;0.987555319;2200;0.987555319
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;12.8;-0.028316827;2;1.028316827;2125;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;28.57142857;-0.029499334;2;1.029499334;2101;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;28.57142857;-0.067414146;1;1.067414146;2095;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;16;-0.068819089;1;1.068819089;2118;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;125;-0.097109782;1;1.097109782;2186;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;55.55555556;-0.157047879;3;1.157047879;2154;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;2.314814815;-0.177901726;2;1.177901726;2057;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;166.6666667;-0.198519713;2;1.198519713;2147;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;16;-0.199044776;2;1.199044776;2124;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;20;-0.20135963;3;1.20135963;2129;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;11.25;-0.232625421;1;1.232625421;2073;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;2.777777778;-0.241415653;1;1.241415653;2050;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;100;-0.250067878;2;1.250067878;2193;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;2.777777778;-0.269462024;2;1.269462024;2056;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;16.32653061;-0.273705589;3;1.273705589;2108;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;50;-0.283024708;1;1.283024708;2094;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;125;-0.295708448;3;1.295708448;2198;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;28.57142857;-0.356627333;3;1.356627333;2107;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;100;-0.369079556;1;1.369079556;2187;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;0;-0.393481734;2;1.393481734;2205;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;500;-0.499951937;3;1.499951937;2152;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;16;-0.519586066;3;1.519586066;2130;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;3.333333333;-0.53596028;2;1.53596028;2055;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;20;-0.58062137;2;1.58062137;2123;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;50;-0.633249243;3;1.633249243;2106;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;80;-0.655360759;2;1.655360759;2194;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;12.8;-0.65615129;1;1.65615129;2119;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;166.6666667;-0.679371509;3;1.679371509;2153;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;8.437500001;-0.749515086;3;1.749515086;2086;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;6.328125001;-0.768959063;3;1.768959063;2087;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;15;-0.814131402;2;1.814131402;2078;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;4;-0.84884254;2;1.84884254;2054;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;500;-0.906740001;1;1.906740001;2140;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;166.6666667;-0.906740001;1;1.906740001;2141;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B4;199;Co;500;-0.906740001;2;1.906740001;2146;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;4;-0.906991344;1;1.906991344;2048;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;3.333333333;-0.906991344;1;1.906991344;2049;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;4;-0.906991344;3;1.906991344;2060;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;3.333333333;-0.906991344;3;1.906991344;2061;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A7;181;Cu;2.777777778;-0.952735237;3;1.952735237;2062;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A1;163;Pb;125;-0.965274969;2;1.965274969;2192;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;A2;175;Zn;20;-1.05327076;1;2.05327076;2117;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B8;167;Ni;50;-1.113269623;2;2.113269623;2100;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;20;-1.237528348;1;2.237528348;2071;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;15;-1.237528348;1;2.237528348;2072;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;8.437500001;-1.237528348;1;2.237528348;2074;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;6.328125001;-1.237528348;1;2.237528348;2075;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;20;-1.237528348;2;2.237528348;2077;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;11.25;-1.237528348;2;2.237528348;2079;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;8.437500001;-1.237528348;2;2.237528348;2080;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;6.328125001;-1.237528348;2;2.237528348;2081;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;20;-1.237528348;3;2.237528348;2083;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;15;-1.237528348;3;2.237528348;2084;1
TB_GP2_4_11;T_baltica;GP;Exp_ 4;B3;193;Cd;11.25;-1.237528348;3;2.237528348;2085;1
TB_GP2_4_13;T_baltica;GP;Exp_ 5;D2;186;Control;2;1.47482682;2;-0.47482682;2219;-0.47482682
