Strain;Species;Local;Phenotype Batch;Possition;Light intensity;Metal;Concentration;Growth compared to control;Replicate;InhibitionRAW;Running no;Inhibition
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;5;0.831767907;1;0.168232093;2578;0.168232093
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;31.25;0.830364132;1;0.169635868;2720;0.169635868
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;0;0.830049012;2;0.169950988;2711;0.169950988
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;0;0.813801957;3;0.186198043;2758;0.186198043
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;1.779785156;0.810889319;1;0.189110681;2628;0.189110681
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;2.777777778;0.806457884;3;0.193542116;2614;0.193542116
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;31.25;0.803233564;2;0.196766436;2726;0.196766436
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;3.1640625;0.798657223;2;0.201342777;2632;0.201342777
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;6.172839506;0.798609074;1;0.201390926;2696;0.201390926
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;2.057613169;0.798266308;1;0.201733692;2697;0.201733692
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;8.192;0.79743872;1;0.20256128;2673;0.20256128
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;4.21875;0.796832882;2;0.203167118;2631;0.203167118
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;4.21875;0.793565649;1;0.206434351;2625;0.206434351
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;62.5;0.789946834;3;0.210053166;2731;0.210053166
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;4;0.782520411;1;0.217479589;2579;0.217479589
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;2.057613169;0.778848395;3;0.221151605;2709;0.221151605
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;125;0.766691162;2;0.233308838;2724;0.233308838
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;125;0.757884509;1;0.242115491;2718;0.242115491
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;3.046349735;0.756811324;2;0.243188676;2657;0.243188676
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;10.24;0.746005991;3;0.253994009;2684;0.253994009
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;9.329446064;0.74062359;3;0.25937641;2661;0.25937641
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;18.51851852;0.735306108;3;0.264693892;2707;0.264693892
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;62.5;0.727583307;2;0.272416693;2725;0.272416693
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;6.5536;0.724825432;3;0.275174568;2686;0.275174568
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;8.192;0.724382153;2;0.275617847;2679;0.275617847
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;51.2;0.717890197;3;0.282109803;2754;0.282109803
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;10.24;0.695427983;1;0.304572017;2672;0.304572017
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;3;0.68352914;1;0.31647086;2580;0.31647086
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;16.32653061;0.676588591;1;0.323411409;2648;0.323411409
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;40.96;0.67649555;2;0.32350445;2749;0.32350445
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;6;0.672740136;1;0.327259864;2577;0.327259864
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;3.046349735;0.672440958;1;0.327559042;2651;0.327559042
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;8.192;0.662669901;3;0.337330099;2685;0.337330099
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;51.2;0.647796355;1;0.352203645;2742;0.352203645
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;5.331112037;0.646164917;2;0.353835083;2656;0.353835083
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;6.5536;0.644198764;2;0.355801236;2680;0.355801236
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;6.172839506;0.642047646;3;0.357952354;2708;0.357952354
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;6.5536;0.630355087;1;0.369644913;2674;0.369644913
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;18.51851852;0.6248372;1;0.3751628;2695;0.3751628
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;10.24;0.621339424;2;0.378660576;2678;0.378660576
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;2.057613169;0.621246752;2;0.378753248;2703;0.378753248
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;6.172839506;0.606483075;2;0.393516925;2702;0.393516925
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;64;0.602756303;3;0.397243697;2753;0.397243697
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;18.51851852;0.596362455;2;0.403637545;2701;0.403637545
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;64;0.590995441;2;0.409004559;2747;0.409004559
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;5.625;0.585239193;2;0.414760807;2630;0.414760807
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;16;0.584720704;1;0.415279296;2670;0.415279296
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;5.331112037;0.57029527;1;0.42970473;2650;0.42970473
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;5.331112037;0.567999784;3;0.432000216;2662;0.432000216
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;9.329446064;0.565392435;1;0.434607565;2649;0.434607565
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;40.96;0.559832587;3;0.440167413;2755;0.440167413
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;4.21875;0.552945311;3;0.447054689;2637;0.447054689
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;5.625;0.544391185;3;0.455608815;2636;0.455608815
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;2.777777778;0.539579592;1;0.460420408;2602;0.460420408
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;2.373046875;0.534138339;3;0.465861661;2639;0.465861661
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;64;0.527288035;1;0.472711965;2741;0.472711965
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;12.8;0.5174474;3;0.4825526;2683;0.4825526
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;16;0.507916156;3;0.492083844;2682;0.492083844
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;100;0.497471075;3;0.502528925;2751;0.502528925
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;9.329446064;0.483154298;2;0.516845702;2655;0.516845702
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;80;0.481795305;1;0.518204695;2740;0.518204695
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;250;0.478737998;1;0.521262002;2717;0.521262002
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;250;0.477716655;2;0.522283345;2723;0.522283345
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;80;0.471378263;3;0.528621737;2752;0.528621737
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;12.8;0.467846816;2;0.532153184;2677;0.532153184
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;80;0.461751484;2;0.538248516;2746;0.538248516
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;51.2;0.459491426;2;0.540508574;2748;0.540508574
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;28.57142857;0.446851888;2;0.553148112;2653;0.553148112
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;100;0.420804247;2;0.579195753;2745;0.579195753
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;16.32653061;0.417016986;3;0.582983014;2660;0.582983014
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;12.8;0.416162141;1;0.583837859;2671;0.583837859
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;55.55555556;0.400554928;1;0.599445072;2694;0.599445072
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;16;0.385165543;2;0.614834457;2676;0.614834457
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;250;0.384129161;3;0.615870839;2729;0.615870839
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;50;0.376621376;2;0.623378624;2652;0.623378624
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;55.55555556;0.365182553;3;0.634817447;2706;0.634817447
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;500;0.364301744;1;0.635698256;2716;0.635698256
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;500;0.349919758;2;0.650080242;2722;0.650080242
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;55.55555556;0.348347534;2;0.651652466;2700;0.651652466
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;500;0.348232876;3;0.651767124;2728;0.651767124
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;5.625;0.345473465;1;0.654526535;2624;0.654526535
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;125;0.345467113;1;0.654532887;2738;0.654532887
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;100;0.343926125;1;0.656073875;2739;0.656073875
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;16.32653061;0.330116648;2;0.669883352;2654;0.669883352
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;28.57142857;0.321500442;1;0.678499558;2647;0.678499558
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;28.57142857;0.306917744;3;0.693082256;2659;0.693082256
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;125;0.263026156;2;0.736973844;2744;0.736973844
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;7.5;0.229650027;3;0.770349973;2635;0.770349973
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;125;0.187884285;3;0.812115715;2750;0.812115715
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;7.5;0.183625771;1;0.816374229;2623;0.816374229
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;50;0.131670093;3;0.868329907;2658;0.868329907
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;7.5;0.096777303;2;0.903222697;2629;0.903222697
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;50;0.095190209;1;0.904809791;2646;0.904809791
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;20;0.089256709;1;0.910743291;2669;0.910743291
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;20;0.045457571;2;0.954542429;2675;0.954542429
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;166.6666667;0.022608773;3;0.977391227;2705;0.977391227
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;1000;0.017048187;3;0.982951813;2727;0.982951813
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;1000;0.007272247;2;0.992727753;2721;0.992727753
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;20;-0.003486754;3;1.003486754;2681;1
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;1000;-0.049879836;1;1.049879836;2715;1
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;166.6666667;-0.113922818;2;1.113922818;2699;1
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;500;-0.165487999;2;1.165487999;2698;1
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;500;-0.221648386;3;1.221648386;2704;1
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;3.333333333;-0.228327007;3;1.228327007;2613;1
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;3.333333333;-0.229970823;2;1.229970823;2607;1
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;4;-0.259485446;1;1.259485446;2600;1
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;3.333333333;-0.259485446;1;1.259485446;2601;1
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;4;-0.259485446;2;1.259485446;2606;1
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;4;-0.259485446;3;1.259485446;2612;1
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;166.6666667;-0.273385542;1;1.273385542;2693;1
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;500;-0.314159091;1;1.314159091;2692;1
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;40.96;;1;;2743;1
